brand,model,model_year,mileage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
Audi,TT 2.0T,2015,126760,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,14000
Subaru,Outback 3.6R Touring,2017,100680,Gasoline,Automatic,Brown,–,None reported,Yes,20500
Mitsubishi,Eclipse Spyder GS,2001,90400,Gasoline,Automatic,Red,–,None reported,Yes,4495
BMW,M5 Base,2018,20500,Gasoline,Automatic,Silver,Black,None reported,Yes,67000
Dodge,Ram 1500 ST,2011,134000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,10500
Toyota,Tundra Hybrid TRD Pro,2022,19000,Hybrid,Automatic,Orange,Black,None reported,Yes,71000
Land,Rover Range Rover Evoque Pure,2015,115550,Gasoline,Automatic,White,Black,None reported,Yes,17500
Lincoln,Navigator Base,2009,191775,E85 Flex Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,9750
Mercedes-benz,Sprinter 3500 High Roof,2017,124630,Diesel,Automatic,Black,Black,None reported,Yes,75000
Mercedes-benz,AMG E 63 S 4MATIC,2019,17000,Gasoline,Automatic,White,Brown,None reported,Yes,95000
BMW,440 i xDrive,2018,73500,Gasoline,Automatic,Black,Blue,None reported,Yes,32000
Acura,Integra LS,1998,120000,Gasoline,Automatic,Red,–,At least 1 accident or damage reported,Yes,5500
Audi,Q7 55 Prestige,2019,73837,Gasoline,Automatic,Cobra beige metallic,Nougat brown,None reported,Yes,36340
BMW,M6 Base,2014,29500,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,40999
Lexus,LX 600 F SPORT,2023,1185,Gasoline,Automatic,Black,Black,None reported,Yes,120990
INFINITI,Q40 Base,2015,143250,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,11500
BMW,Z4 3.0i Roadster,2006,46508,Gasoline,Transmission w/Dual Shift Mode,Green,Beige,At least 1 accident or damage reported,Yes,11500
BMW,M6 Base,2015,18651,Gasoline,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,59549
BMW,Z4 sDrive28i,2015,57550,Gasoline,Manual,Black,White,None reported,Yes,29995
Cadillac,CTS-V Base,2017,48600,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,60999
Ford,Transit Connect XL,2020,119000,Gasoline,Automatic,White,Black,None reported,Yes,18000
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,36500,Gasoline,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,72000
Lexus,IS 250 Base,2010,121250,Gasoline,Automatic,Black,White,At least 1 accident or damage reported,Yes,13250
BMW,X7 xDrive40i,2023,2437,Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,78350
Volvo,XC90 T6 Momentum,2018,110380,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,22000
Hyundai,Tucson Limited,2008,149000,Gasoline,Automatic,Black,Gray,None reported,Yes,3850
Mercedes-benz,AMG C 43 Base 4MATIC,2017,39000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,39000
GMC,Yukon XL SLT,2019,65212,Gasoline,Automatic,Summit white,Jet black,None reported,Yes,42995
Audi,RS Q8 4.0T,2020,41856,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,91500
Alfa,Romeo Stelvio Quadrifoglio,2019,26500,Gasoline,Automatic,Gray,Black,None reported,Yes,53900
Alfa,Romeo Stelvio Ti Sport,2020,21487,Gasoline,Automatic,Anodized blue metallic,Ice,None reported,Yes,35345
Cadillac,Escalade EXT Base,2007,99000,Gasoline,Automatic,Black,Black,None reported,Yes,22999
Nissan,350Z Enthusiast,2005,130307,Gasoline,Automatic,Blue,Black,None reported,Yes,9950
Subaru,Legacy 2.5 i Premium,2010,178000,Gasoline,Automatic,Blue,Black,None reported,Yes,7600
Honda,Civic LX,2003,160265,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,3000
Mclaren,570S Spider,2020,8700,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,185000
Maserati,Ghibli S Q4,2016,1000,Gasoline,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,36000
Maserati,Ghibli S Q4,2017,49750,Gasoline,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,27995
Lexus,RX 300 Base,2002,121000,Gasoline,Automatic,Silver,Black,None reported,Yes,6348
Lincoln,Aviator Luxury,2005,140000,Gasoline,Automatic,Black,Beige,None reported,Yes,2000
Lincoln,MKS EcoBoost,2016,38100,Gasoline,Automatic,Silver,Beige,None reported,Yes,21000
Toyota,Yaris Base,2010,138071,Gasoline,Manual,Red,Gray,None reported,Yes,5000
Mercedes-benz,AMG E 63 S 4MATIC,2019,40000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,72000
Mercedes-benz,G-Class G 550 4MATIC,2019,47850,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,127899
Hyundai,Veloster Turbo R-Spec,2014,128000,Gasoline,Manual,Blue,Red,None reported,Yes,11000
Mercedes-benz,S-Class S 580 4MATIC,2021,4700,Hybrid,Automatic,Black,Black,None reported,Yes,99900
Mazda,MX-5 Miata Base,1999,96680,Gasoline,Manual,Green,Beige,At least 1 accident or damage reported,Yes,12900
Mercedes-benz,AMG C 43 Base,2017,53500,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,33999
Chevrolet,Corvette Z06,2007,11025,Gasoline,Manual,Orange,Black,None reported,Yes,47500
Ford,F-250 King Ranch,2021,44000,Diesel,Automatic,White,Brown,At least 1 accident or damage reported,Yes,73000
Volkswagen,Tiguan 2.0T SE,2022,11000,Gasoline,Automatic,Blue,White,None reported,Yes,27900
BMW,750 Li xDrive,2012,103000,Gasoline,Automatic,Black,Black,None reported,Yes,16000
BMW,M3 CS,2024,456,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,128995
Lexus,GX 460 Base,2018,64000,Gasoline,Automatic,Red,Brown,None reported,Yes,37300
Audi,Q7 3.0T Premium,2017,108000,Gasoline,Automatic,Gray,Brown,None reported,Yes,25999
Alfa,Romeo Stelvio Ti Sport,2018,37045,Gasoline,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,26600
BMW,M3 Base,2015,65800,Gasoline,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,44950
Lexus,IS 250 Base,2011,107818,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,11400
Land,Rover Range Rover Evoque SE Premium,2016,79500,Gasoline,Automatic,White,Black,None reported,Yes,19000
Ferrari,California T,2015,20000,Gasoline,Automatic,Red,Brown,At least 1 accident or damage reported,Yes,124990
Lexus,LC 500 Base,2018,37000,Gasoline,Automatic,Black,Red,None reported,Yes,63997
GMC,Sierra 1500 SLE Crew Cab,2005,131800,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,5800
Lexus,ES 350 Base,2008,146000,Gasoline,Automatic,Red,Beige,None reported,Yes,8995
Nissan,370Z NISMO,2010,29000,Gasoline,Manual,Silver,–,None reported,Yes,29000
Dodge,Ram 1500 Laramie,2004,141209,Gasoline,Automatic,Black,Black,None reported,Yes,5700
Ford,Expedition Limited,2016,85253,Gasoline,Automatic,White,Beige,None reported,Yes,19995
INFINITI,QX70 Base,2015,87009,Gasoline,Automatic,Gray,Black,None reported,Yes,17800
Lincoln,Navigator Select,2016,158000,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,19780
Volvo,V60 Cross Country T5,2020,10500,Gasoline,Automatic,White,Black,None reported,Yes,36000
Audi,A7 3.0T Premium Plus,2018,45843,Gasoline,Automatic,Silver,Black,None reported,Yes,37000
Ford,Bronco Sport Outer Banks,2021,15198,Gasoline,Automatic,Blue,Navy pier,None reported,Yes,31621
Volkswagen,Eurovan MV,2001,220000,Gasoline,Automatic,Silver,–,None reported,Yes,5500
Jaguar,F-TYPE R,2017,58000,Gasoline,Automatic,Black,Black,None reported,Yes,51500
RAM,1500 Laramie,2021,38012,Gasoline,Automatic,Delmonico red pearlcoat,Black,None reported,Yes,45277
Lexus,LX 570 Three-Row,2018,50000,Gasoline,Automatic,White,Black,None reported,Yes,65000
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58000,Gasoline,Automatic,White,Black,None reported,Yes,38000
Lexus,LC 500 Base,2018,61000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,65000
Audi,SQ5 3.0T Prestige,2019,48500,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,43500
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,65680,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,34900
RAM,1500 Limited,2020,44362,Gasoline,Automatic,Bright white clearcoat,Black,None reported,Yes,50658
Cadillac,Escalade ESV Sport,2021,8044,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,93000
Mercedes-benz,AMG GT AMG GT S,2016,9738,Gasoline,Automatic,Red,Black,None reported,Yes,85500
BMW,M3 Base,2009,112000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,28000
Honda,Accord EX-L,2009,167300,Gasoline,Automatic,Silver,Black,None reported,Yes,6250
Cadillac,Escalade Premium,2015,71000,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,35999
Acura,RDX Technology Package,2020,31015,Gasoline,Automatic,Silver,Ebony,None reported,Yes,36570
BMW,X2 xDrive28i,2022,33000,Gasoline,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,29999
Chrysler,Pacifica Touring,2017,63000,–,Automatic,White,Beige,None reported,Yes,20000
Buick,Verano Convenience,2013,68325,E85 Flex Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,11995
RAM,2500 Tradesman,2021,34365,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,48000
Mercedes-benz,Metris Base,2018,32000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,44900
Volvo,XC90 T6 Inscription,2020,22500,Gasoline,Automatic,Black,White,None reported,Yes,50000
Ford,Expedition King Ranch,2020,58700,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,48999
Toyota,Highlander Hybrid Limited,2006,264893,Hybrid,Automatic,Gold,Beige,At least 1 accident or damage reported,Yes,5000
Toyota,Tundra SR5 Access Cab,2005,209500,Gasoline,Automatic,Blue,Gray,None reported,Yes,8500
Ford,Transit-350 Base,2023,195,Gasoline,Automatic,Blue,Gray,None reported,Yes,87500
Chevrolet,Express 3500 LT,2016,120000,Diesel,Automatic,White,Gray,None reported,Yes,19500
BMW,X7 xDrive40i,2023,2950,Hybrid,Automatic,Black,Brown,None reported,Yes,87000
Mercedes-benz,AMG GT 53 Base,2021,17994,Gasoline,Automatic,–,–,None reported,Yes,87500
Toyota,Tundra Limited,2020,44101,Gasoline,Automatic,Gray,Black,None reported,Yes,45423
BMW,X1 xDrive28i,2021,25918,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,32000
BMW,135 i,2008,87000,Gasoline,Automatic,White,Beige,None reported,Yes,15300
Mazda,Mazda3 Touring,2018,28333,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,20500
Audi,A7 3.0T Premium Plus,2018,29294,Gasoline,Automatic,White,Beige,None reported,Yes,39999
Saturn,Sky Red Line,2008,37000,Gasoline,Automatic,Blue,Black,None reported,Yes,14995
BMW,Z4 2.5i Roadster,2005,138000,Gasoline,Automatic,White,Beige,None reported,Yes,9950
Volvo,XC90 Hybrid T8 Inscription,2020,44487,Plug-In Hybrid,Automatic,Blue,Brown,None reported,Yes,65000
Acura,TLX A-Spec,2021,16878,Gasoline,Automatic,Red,Ebony,None reported,Yes,38781
Chevrolet,Tahoe High Country,2021,53000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,67100
BMW,550 Gran Turismo i,2013,79341,Gasoline,Automatic,Gold,Brown,None reported,Yes,16800
Land,Rover Range Rover Sport HSE,2007,220000,Gasoline,Automatic,White,Beige,None reported,Yes,5750
BMW,430 i xDrive,2021,16900,Gasoline,Automatic,Blue,White,None reported,Yes,43000
Porsche,Cayman Base,2007,75137,Gasoline,Manual,Black,Gray,At least 1 accident or damage reported,Yes,24999
Ford,Expedition Max King Ranch,2021,37594,Gasoline,Automatic,Black,Mesa,None reported,Yes,62595
Ford,Mustang Shelby GT500,2012,6400,Gasoline,Manual,Silver,Black,None reported,Yes,48000
Nissan,370Z Base,2009,79893,Gasoline,Automatic,Silver,Black,None reported,Yes,15900
Toyota,Sequoia Platinum,2014,124838,Gasoline,Automatic,Black,Gray,None reported,Yes,33000
Nissan,NV Passenger NV3500 HD SL V8,2020,14353,Gasoline,Automatic,Black,Gray,None reported,Yes,63900
Ford,Transit Connect XL w/Rear Symmetrical Doors,2022,22985,Gasoline,Automatic,White,Gray,None reported,Yes,33500
INFINITI,QX80 Base,2014,161894,Gasoline,Automatic,White,Beige,None reported,Yes,18900
Aston,Martin V8 Vantage Base,2008,25025,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,39000
Lotus,Evora 400 Base,2017,19650,Gasoline,Manual,Silver,Red,None reported,Yes,69250
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,29500,Gasoline,Automatic,Red,White,None reported,Yes,45000
Nissan,Xterra S,2007,132272,Gasoline,Manual,Gray,Gray,At least 1 accident or damage reported,Yes,6700
Dodge,Charger R/T,2012,122000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,13500
Nissan,Z Proto Spec,2023,535,Gasoline,Manual,Yellow,Black,None reported,Yes,65990
Porsche,Boxster S,2003,138202,Gasoline,Manual,Silver,Black,At least 1 accident or damage reported,Yes,22550
Bentley,Continental GT Base,2004,69600,Gasoline,Automatic,Silver,Black,None reported,Yes,37900
Jaguar,F-TYPE R,2018,39900,Gasoline,Automatic,White,Black,None reported,Yes,53600
Cadillac,Escalade ESV Sport,2021,36500,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,85000
Audi,TT 2.0T,2018,42650,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,31990
Jeep,Wrangler Unlimited Sahara,2020,68816,Gasoline,Automatic,Black clearcoat,Black,None reported,Yes,35297
Audi,S6 4.0T,2016,91188,Gasoline,Automatic,Black,Black,None reported,Yes,29995
Mazda,CX-90 Premium,2024,3880,Gasoline,Automatic,Machine gray metallic,Black,None reported,Yes,52991
Cadillac,Escalade ESV Platinum,2018,67726,Gasoline,Automatic,Black,Black,None reported,Yes,52000
Audi,TT 3.2 Cabriolet quattro,2008,207000,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,10500
Hyundai,Santa Fe SE,2021,35550,Gasoline,Automatic,Twilight black,Black,At least 1 accident or damage reported,Yes,25987
Mercedes-benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,44000,Gasoline,Automatic,Black,Black,None reported,Yes,46599
Mercedes-benz,SL-Class SL 550,2015,11249,Gasoline,Automatic,White,Beige,None reported,Yes,54500
Acura,MDX 3.5L Technology Package,2014,111650,Gasoline,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,17500
Audi,A7 Premium,2012,103272,Gasoline,Automatic,Black,Brown,None reported,Yes,15500
BMW,M2 Base,2023,1160,Gasoline,Manual,Gray,Black,None reported,Yes,73600
RAM,1500 Laramie,2019,107714,Gasoline,Automatic,Diamond black,Black,None reported,Yes,34918
Audi,Q5 2.0T Premium Plus,2013,111773,Gasoline,Automatic,Brown,Beige,None reported,Yes,17000
Cadillac,XTS Luxury,2019,54002,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,22500
Volkswagen,Jetta 1.4T SE,2016,87000,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,At least 1 accident or damage reported,Yes,13000
Ford,Focus RS Base,2016,49700,Gasoline,Manual,Blue,Black,None reported,Yes,31700
Mercedes-benz,AMG C 63 S,2017,34500,Gasoline,Automatic,Gray,Black,None reported,Yes,64600
Ford,Bronco Sport Big Bend,2021,31729,Gasoline,Automatic,Maroon,Medium dark slate,At least 1 accident or damage reported,Yes,29614
Jeep,Gladiator Overland,2021,7388,Gasoline,Automatic,Firecracker red clearcoat,Black,None reported,Yes,43663
BMW,330e iPerformance,2017,41550,Plug-In Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,20995
Acura,MDX 3.7L Advance,2013,20750,Gasoline,Automatic,Black,Black,None reported,Yes,33000
Genesis,G70 3.3T,2022,12000,Gasoline,Automatic,Green,Beige,None reported,Yes,41000
Lexus,LX 570 Three-Row,2021,14206,Gasoline,Automatic,Black,Black,None reported,Yes,98000
Jeep,Grand Cherokee L Limited,2022,31700,Gasoline,Automatic,Gray,Black,None reported,Yes,43500
Hyundai,IONIQ Plug-In Hybrid SEL,2022,13044,Plug-In Hybrid,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,24999
Kia,Sportage LX,2009,100730,Gasoline,Automatic,Gold,Gold,None reported,Yes,6975
BMW,X5 PHEV xDrive45e,2023,5338,Plug-In Hybrid,Automatic,Blue,White,None reported,Yes,76500
BMW,X6 M Base,2018,48291,Gasoline,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,67250
Volkswagen,Eurovan MV,2001,111887,Gasoline,Automatic,Blue,Gray,None reported,Yes,14000
Rolls-royce,Ghost Base,2010,79000,Gasoline,Automatic,Silver,Black,None reported,Yes,69000
Lincoln,Navigator Reserve,2016,125000,Gasoline,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26500
Mercedes-benz,GLA 250 Base 4MATIC,2022,13777,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,39777
RAM,1500 Big Horn,2022,14920,Gasoline,Automatic,Diamond black,Black,None reported,Yes,41741
Volvo,S80 3.2,2010,90050,Gasoline,Automatic,Brown,Beige,None reported,Yes,5800
Subaru,BRZ Premium,2014,45000,Gasoline,Manual,Blue,Black,At least 1 accident or damage reported,Yes,25000
Chevrolet,Corvette Base,1998,7666,Gasoline,Automatic,Red,Black,None reported,Yes,39500
Hummer,H2 SUT,2006,89900,Gasoline,Automatic,Red,Beige,None reported,Yes,29994
Ford,Edge Sport,2011,132000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,10999
GMC,Terrain SLT,2010,32652,Gasoline,Automatic,Red,Brown,None reported,Yes,6500
Jeep,Grand Cherokee WK Laredo X,2022,11164,Gasoline,Automatic,Black,Black,None reported,Yes,37500
BMW,M4 Base,2020,22655,Gasoline,Automatic,Silver,Black,None reported,Yes,63999
Mercedes-benz,AMG GT 63 S 4-Door,2019,9500,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,135000
Chevrolet,Camaro 1LT,2021,10300,Gasoline,Manual,Black,Black,None reported,Yes,29900
BMW,X6 M Base,2018,48000,Gasoline,Automatic,Blue,Black,None reported,Yes,54000
Mercedes-benz,CLK-Class 550,2007,138000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,10000
Audi,RS 7 4.0T Prestige,2016,31500,Gasoline,Automatic,Gray,Black,None reported,Yes,67000
Genesis,GV70 3.5T Sport,2022,10200,Gasoline,Automatic,White,Black,None reported,Yes,50500
Aston,Martin V8 Vantage Base,2008,62378,Gasoline,Manual,Red,Beige,At least 1 accident or damage reported,Yes,33995
Nissan,350Z Touring,2006,84200,Gasoline,Manual,Silver,Gray,None reported,Yes,10200
Toyota,Sequoia SR5,2013,138700,E85 Flex Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,18800
Chevrolet,Tahoe Premier,2021,41050,Gasoline,Automatic,Gray,Gray,None reported,Yes,62900
Mercedes-benz,AMG C 63 Base,2017,63000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,42000
Volvo,S40 T5,2005,257700,Gasoline,Manual,Red,Beige,None reported,Yes,3550
Mercedes-benz,GLE 350 Base 4MATIC,2017,57000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,29500
Chevrolet,Silverado 1500 1LT,2017,89000,Gasoline,Automatic,Gray,Gray,None reported,Yes,29999
Chevrolet,Tahoe LTZ,2015,134500,Gasoline,Automatic,Black,Black,None reported,Yes,28000
Genesis,GV70 2.5T,2022,20319,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,44249
Pontiac,Firebird Base,1999,158000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,2500
BMW,M4 Competition xDrive,2023,1120,Gasoline,Automatic,Gray,White,None reported,Yes,92900
Kia,Forte GT-Line,2022,14950,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,24000
RAM,ProMaster 3500 High Roof,2021,18500,Gasoline,Automatic,White,Black,None reported,Yes,41950
